category,title,brdBltNo,url,question,answer,related_basis
급여기준,고위험 임산부의 초음파 급여기준,47403,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47403,고위험 임산부의 초음파 급여기준이 궁금합니다.,"- 초음파 검사 시 ‘ 고위험 임신의 범위 ’ 는 「 초음파 검사의 급여기준 」 에 따르며 , 「 건강보험 행위 급여 · 비급여 목록 및 급여 상대가치점수 」 제 2 부 제 2 장 제 5 절 초음파 검사료에 분류된 나 -951 나 (1) 의 ‘ 주 ’ 항을 산정할 수 있는 경우에 대하여 아래와 같이 정하고 있습니다 . - 아 래 - 가 ) 태아에게 문제를 초래하는 임부의 질환상태 ( 임신성 당뇨병 , 임신성 고혈압 등 ) 나 ) 태아에게 문제를 초래하는 임부 자궁의 이상 ( 여성생식기종양 , 자궁경관무력증 , 자궁기형 등 ) 다 ) 정상 분만이 불가능한 태반의 이상 ( 전치태반 , 태반조기박리 등 ) 라 ) 양수과다증 또는 양수과소증 마 ) 자궁 내 태아 성장지연 [관련 근거] 「초음파 검사의 급여기준」 (고시 제2023-105호, 2023.7.1.시행)",
급여기준,인유두종 바이러스 검사(HPV),47402,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47402,"자궁경부세포진 검사상 이상소견을 보여 일정 기간을 두고 계속 경과 관찰을 하게 되면 (HPV, CELLPREP) 전부 인정 가능한가요 ?","- 인유두종 바이러스 검사의 급여기준에 의하면 , 적응증에 해당하는 경우 검사 항목 중 1 가지 검사만 인정하며 중합효소연쇄반응법 (PCR) 에 의한 HPV 검사인 누 658 가 , 누 658 나 , 누 658 바 검사는 여러 HPV type 을 실시하더라도 소정점수의 200% 까지만 산정 가능합니다 . - 또한 「 나 562 나 (1) 세포병리검사 - 액상세포검사 - 자궁질 세포병리검사의 급여기준 」 에 따르면 자궁경부 세포진 검사상 미확정 비정형 편평세포(ASC-US) 이상 또는 비정형 선세포(AGC) 이상의 변화된 소견을 보여 추적 관찰이 필요한 경우 , 인유두종 바이러스 검사에서 이상이 있어 추후 관찰이 필요한 경우 , 자궁경부암 전 단계 또는 자궁경부암으로 진단되어 치료를 받은 후 재발여부를 평가하는 경우 , 자궁경부 출혈이나 polyp 이 있는 경우에 요양급여로 산정하도록 명시하고 있습니다 . - 따라서 위 적응증에 해당하는 경우에는 HPV 검사 및 나 562 나 (1) 세포병리검사 - 액상세포검사 - 자궁질 세포병리검사는 단계별로 검사를 실시하여야합니다 . 위 급여기준에는 실시횟수 및 간격에 대한 급여기준은 명시하고 있지 않으나 , 모든 검사는 환자의 상태를 고려하여 담당 의사의 의학적 판단 하에 실시하여야 합니다 . [관련 근거] - 「 인유두종 바이러스 검사 (Human Papilloma Virus, HPV 검사 ) 급여기준 」 ( 고시 제 2022-163 호 , 2022.7.1. 시행 ) - 「 나 562 나 (1) 세포병리검사 - 액상세포검사 - 자궁질 세포병리검사의 급여기준 」 ( 고시 제 2017-265 호 , 2018.1.1. 시행 )",
급여기준,치료식 영양관리료 관련,47401,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47401,환자가 공동간병을 받고 있긴 하지만 환자 인지상태가 정상이라면 환자에게 직접 설명하고 치료식 영양관리료를 산정할 수 있나요 ?,"- 치료식 영양관리료는 환자 개인별 영양관리 및 치료식 질 향상이라는 취지에서 도입된 것으로 , 치료식 관리강화를 목적으로 영양사가 면담이나 식사 순회 (Meal rounding) 시 환자에게 제공되는 식사의 종류 및 사유 , 주의사항을 설명하고 , 치료식 수용도 또는 식이요구 등을 파악하여 반영하는 환자별 영양관리를 말합니다 . - 이런 도입취지 및 목적을 고려하여 치료식 영양관리료는 입원환자와 소아환자 또는 의사소통이 어려운 환자의 보호자와 실질적 보호자 역할을 하는 개별간병인까지 적용할 수 있습니다 . - 반면 여러 환자를 함께 간병하는 공동간병인의 경우에는 치료식 영양관리료를 적용할 수 없으며 , 요양기관 내 있지 않은 보호자에게 유선으로 영양관리를 하는 경우에도 입원 중인 환자에게 직접적인 영향을 미친다고 보기 어려우므로 산정대상에 해당되지 않습니다 . - 그러므로 환자 본인을 대상으로 영양관리가 이루어진 경우라면 치료식 영양관리료가 산정가능함을 알려드립니다. [관련 근거] 「치료식 영양관리료 수가산정 관련」(보험급여과-5676호, 2015.10.16. 시행)",
급여기준,입원환자 식대(치료식),47400,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47400,치료식 식대 산정기준이 궁금합니다.,"-‘ 치료식 ’ 이란 질환 상태에 맞는 케톤식 , 당뇨식 , 신장질환식 , 심장질환식 , 간질환식 , 체중조절식 , 위절제후식 , 항응고제식 , 저단백식 , 연하보조식 , 저지방식 , 저염식 , 검사식 등 기타 이에 준하는 식사가 해당됩니다 . 또한, 환자식 제공업무를 주로 담당하는 당해 요양기관에 소속된 영양사와 조리사가 각각 1인 이상인 경우에 산정가능합니다. - 위의 영양사 및 조리사 1인은 1주간의 근로시간이 월평균 40시간인 근무자를 의미하며, 1주간의 근로시간이 월평균 32시간(이상)~40시간(미만) 근무자는 0.8인으로 산정하며, 32시간 미만 근무자는 산정대상에서 제외해야 합니다. -‘ 치료식 영양관리료 ’ 는 당해 요양기관에 소속된 영양사 1인당 1일 40명 이하(소수점 이하 절사함)의 환자에게 치료식(멸균식 포함)을 제공한 경우에 산정 가능하며, 치료식 ( 멸균식 포함 ) 을 제공받는 환자 ( 건강보험 ) 에게 영양관리를 실시한 경우 산정하며 제공하는 식사의 종류 , 제공사유 , 주의사항 등에 대하여 환자나 보호자에게 직접 설명하고 기재하여야 합니다 . - 위의 영양사 1인당 1일 40명 이하의 환자는 영양사는 전전분기 마지막 월 15일부터 전문기 마지막 월 14일까지 영양사별 재직일수의 합으로, 환자수는 전전분기 마지막 월 15일부터 전분기 마지막 월 14일 까지 치료식(멸균식 포함)을 제공받은 환자수의 합으로 산정합니다. - 또한 , 요양기관은 치료식 영양관리료 [ 신규 · 변경 ] 운영현황 통보서를 건강보험심사평가원에 제출하여야 합니다 .( 미제출 기관은 치료식 영양관리료를 산정할 수 없음 ) [관련 근거] - 「 입원환자 식대 인력 산정기준 」 ( 고시 제 2021-184 호 , 2022.7.1. 시행 ) - 「 입원환자 식대 세부기준 」 ( 고시 제 2021-184 호 , 2022.7.1. 시행 )",
급여기준,입원환자 식대(비급여 선택식),47375,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47375,병원에서 환자들이 원하는 식사를 선택할 수 있도록 비급여 선택식을 운영해도 되나요?,"요양기관에 입원한 환자는 환자의 원에 의하여 비급여식을 선택할 수 있습니다. 이 경우 요양기관에서 식사종류별 가격을 산정하고, 그 비용은 환자가 전액 부담해야 합니다. 다만, 요양기관에서는 이러한 내용을 기재한 안내문을 환자 또는 그 보호자가 쉽게 볼 수 있는 장소에 게시 또는 비치하여야 합니다. [관련 근거] 「 입원환자식대 세부기준 」 ( 고시 제 2021-184 호 , 2022.7.1. 시행 )",
급여기준,건강보험 적용 약제 확인,47345,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47345,"건강보험이 적용되는 약제는 어디서 , 어떻게 확인해야 하나요 ? 급여 적용 시 가격도 궁금합니다 .",- 건강보험이 적용되는 약제 목록을 심사평가원 홈페이지에 공개 하고 있습니다 . 접속 경로는 홈 > 제도 / 정책 > 약제기준정보 > 목록표 > 약제급여목록표에서 확인 가능합니다 . - 약제급여목록표에 제품별 상한금액도 함께 명시되어 있습니다 . [관련 근거] - 「 국민건강보험법 」 제 41 조제 2 항 - 「 국민건강보험 요양급여의 기준에 관한 규칙 」 제 8 조제 2 항 - 고시 「 약제 급여목록 및 급여 상한금액표 」,
급여기준,위내시경과 대장경검사를 동시 한 경우 내시경 세척·소독료 산정방법,47341,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47341,동일 날 위내시경과 대장경검사를 동시한 경우 내시경 소독료 2 회 산정이 가능한지요 ?,"내시경 세척 · 소독료 요양급여 적용관련 질의 ․ 응답 ( 보건복지부 고시 제 2016-268 호 관련 , 2017.1.1. 적용 ) 에 의거 위내시경검사와 대장내시경검사를 동일 날 시행하는 경우는 검사부위가 전혀 다르고 세척 · 소독도 별도로 실시해야 하므로 내시경 세척 · 소독료는 각각 산정 가능함을 알려 드립니다 . [관련 근거] - 나 799-1 내시경 세척 · 소독료 산정기준 ( 보건복지부고시 제 2022-204 호 , 2022.9.1. 시행 ) - 내시경 세척 · 소독료 요양급여 적용관련 질의 ․ 응답 ( 보건복지부 고시 제 2016-268 호 관련 , 2017.1.1. 적용 ) Q4. 위 · 대장 내시경을 각각 검사한 경우 내시경 세척 · 소독료를 2 회 산정 가능한지 ? - 내시경 세척 · 소독료를 2 회 산정 가능함 .",
급여기준,차98나 치과임플란트 제거술-복잡과 동시에 실시한 차43 치조골성형수술 수가산정방법,47340,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47340,치과임플란트 제거술 - 복잡과 동시에 실시한 치조골성형수술은 별도 산정 가능 한가요 ?,차 98 나 치과임플란트 제거술 - 복잡과 동시에 실시한 차 43 치조골성형수술은 주된 수술의 일련의 과정이므로 별도 산정할 수 없습니다 .,보건복지부 고시 제 2022-82 호 (2022.4.1. 시행 )
급여기준,'은 함유 이외' 드레싱류의 급여기준,47303,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47303,' 은 함유 이외 ' 드레싱류의 급여기준과 해당 치료재료 중분류는 어떻게 되나요 ?,"-‘ 은 함유 이외 ’ 드레싱류는 ① 삼출액이 많은 심부 2 도 이상 화상의 경우 , ② 만성궤양 등 장기적 드레싱을 요하는 경우 , ③ 수포성 표피박리증의 경우에 각 정해진 사용량에 따라 급여하고 있으며 , - 급여대상 및 개수를 초과하는 경우 「 선별급여 지정 및 실시 등에 관한 기준 」 에 따라 본인부담률을 80% 로 적용하고 있습니다 . - 아울러 , 「 치료재료 급여 · 비급여 목록 및 급여상한금액표 」 상 ‘ 은 함유 ’ 이외의 드레싱류에 해당하는 중분류명은 아래와 같습니다 . - 아 래 - 가 . 첨가제가 없는 경우 1) 폼 드레싱류 (SHEET TYPE) 2) 폼 드레싱류 (CAVITY TYPE/ 원통형 ) 3) 폼 드레싱류 (CAVITY TYPE/ 직사각형 ) 4) 폼 드레싱류 ( 입체형 /hand) 5) 하이드로콜로이드 드레싱류 (SHEET TYPE) 6) 하이드로겔 드레싱류 (SHEET TYPE) 7) 하이드로겔 드레싱류 (GEL,PASTE TYPE) 8) 하이드로겔 드레싱류 (SPRAY TYPE) 9) 알지네이트 / 하이드로파이버 드레싱류 (SHEET TYPE) 10) 알지네이트 / 하이드로파이버 드레싱류 (CAVITY TYPE/ 무정형 ) 11) 알지네이트 / 하이드로파이버 드레싱류 (CAVITY TYPE/ 직사각형 ) 12) 복합 드레싱류 (SHEET TYPE) 나 . 첨가제가 있는 경우 1) 폼 드레싱류 , 은 이외 함유 (SHEET TYPE) 2) 하이드로겔 드레싱류 , 은 이외 함유 (GEL,PASTE TYPE) 3) 하이드로겔 드레싱류 , 은 이외 함유 (SPRAY TYPE) 4) 하이드로겔 드레싱류 , 은 이외 함유 (SHEET TYPE) 5) 알지네이트 / 하이드로파이버 드레싱류 , 은 이외 함유 (SHEET TYPE) 6) 복합 드레싱류 , 은 이외 함유 (SHEET TYPE) 7) 합성거즈 드레싱류 , 은 이외 함유 (SHEET TYPE) 8) 합성거즈 드레싱류 , 은 이외 함유 (CAVITY TYPE) [관련 근거 ] 「 ' 은 함유 이외 ' 드레싱류의 급여기준 」 ( 고시 제 2021-48 호 , 2021.7.1. 시행 )",
급여기준,진정내시경 환자관리료 부위별 산정여부,47263,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47263,"위, 대장 내시경 시술 연속 시행 시 진정내시경 환자관리료를 부위별로 각각 산정 가능할까요?","- 보건복지부 고시 제2024-18호(2024.2.1.시행) 급여기준에서는 ""진정내시경 환자관리료(나799)는 소화기ㆍ기관지 내시경 검사 및 시술 시의 환자관리 행위로서 환자평가 및 설명, 진정 유도 및 활력징후 감시, 진정 각성 및 회복 등의 과정을 시행한 경우에 산정가능하며, 해당 검사 및 시술은 「건강보험 행위급여ㆍ비급여 목록표 및 급여 상대가치점수」제1편제2부 제2장(검사료) 또는 제9장(처치 및 수술료 등)에 분류된 행위 중 다음에 해당하는 경우 요양급여하고, 이에 해당하지 않는 경우에는 비급여함.으로 정하고 있으며, - 급여대상 및 범위는 1)「본인일부부담금 산정특례에 관한 기준」에 따른 암, 심장질환, 뇌혈관질환, 희귀질환, 중증난치질환, 결핵질환자가 산정특례 적용기간에 내시경 검사나 시술을 위해 진정을 실시한 경우, 2)그 외의 환자는 상기 가.의 행위 중 치료를 목적으로 한 시술 시에 진정을 실시한 경우로 정하고 있으며, - 수가산정방법은 다.2)위ㆍ대장 내시경을 동시에 실시하는 경우 진정내시경 환자관리료 소정점수 100%로 산정하고, 제2의 진정내시경 환자관리료는 소정점수 50%를 산정하도록 규정하고 있습니다. - 이에 관련 고시에서 정한 급여대상에 해당하는 경우 위, 대장 내시경 시술의 경우는 진정내시경 환자관리료 수가 산정 방법에 따라 해당 비용을 산정 할 수 있습니다. [관련 근거] 보건복지부 고시 제2 024-18호(행위) 나799 진정내시경 환자관리료 급여기준 [시행 2024.2.1.]",
급여기준,치은절제술의 급여기준,47262,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47262,치은절제술의 급여기준이 어떻게 되나요 ?,차 104 치은절제술 ［ 1/3 악당 ］ 은 치은증식 또는 치은비대에 실시한 경우 요양급여를 인정합니다 .,고시 제 2022-82 호 ( 행위 )
급여기준,C형 근관 치아 근관치료의 급여기준,47261,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47261,C 형 근관 치아 근관치료의 급여기준이 궁금합니다 .,"C 형 근관을 가진 치아의 근관치료는 다음과 같은 경우에 요양급여를 인정함 - 다 음 - 가 . 급여대상 : C 형 근관을 가진 영구치 나 . 인정기준 1) 근관 위치 및 형태 등 의사의 소견을 기록하고 , 근관충전 후 방사선 영상자료를 반드시 보관하여야 함 . 다만 , 치료를 실패한 경우에는 근관치료 중 촬영한 영상으로 갈음함 2) C 형 근관을 가진 영구치 중 상악제 2 대구치 , 하악제 1 소구치 , 하악제 2 대구치가 아닌 경우에는 요양급여비용 청구 시 진료기록부 및 영상자료 등 증빙자료를 첨부하여 제출토록 함",보건복지부 고시 제 2022-103 호 (2022.5.1. 시행 )
급여기준,근관와동형성의 급여기준,47184,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47184,근관와동형성의 급여기준이 확대되었다는데 내용이 무엇인가요?,과거 근관와동형성은 발수 당일 1회에 한하여 별도 산정 가능했으나 RE-endo시에도 산정가능토록 확대되었습니다. 따라서 발수 또는 근관내 기존 충전물 제거한 경우 당일 1회에 한하여 1근관당 1회 인정합니다. [관련 근거] 보건복지부 고시 제2020-246호(2020.11.2 시행),
급여기준,유치 근관장 측정검사의 급여기준,47183,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47183,유치 근관치료시 근관장측정검사 시행한 경우 산정이 가능한가요?,유치 근관치료 중 근관장측정검사를 시행한 경우에는 1근관당 3회까지 인정됩니다. [관련 근거] 보건복지부 고시 제2020-246호(2020.11.2 시행),
급여기준,「의료기관의 제증명수수료 항목 및 금액에 관한 기준」에 따른 제증명 수수료 고시 항목 이외 별도의 서식(내용)이 기재된 제증명서,47155,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47155,"「의료기관의 제증명수수료 항목 및 금액에 관한 기준」항목 이외 별도의 서식(내용)이 기재된 제증명서를 요구하는 경우, 발급비용은 어떻게 징수해야 하나요?","제증명서 발급을 요구하는 자(보험회사 등)가 동 고시에서 정하고 있는 항목의 기준 이외에 별도의 명칭, 서식 및 내용(구체적인 진료내역, 향후 치료소견 등)으로 작성되는 제증명서를 요구하는 경우, 발급비용은 의료기관에서 자체적으로 그 금액을 정하여 받을 수 있습니다. [관련 근거] 「 의료기관의 제증명수수료 항목 및 금액에 관한 기준」(보건복지부 고시 제2021-34호, 2021.02.05.)",
급여기준,[의료기관의 제증명수수료 항목 및 금액에 관한 기준]에 따른 제증명 수수료,47154,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47154,제증명수수료 비용은 어떻게 책정 되나요?,"- 의료기관에서 발급하는 각종 증명서 발급비용은 국민건강보험에서 환자가 전액 부담하는 비급여 대상으로, 「의료법」 제45조의3에 따라 의료기관에서 많이 발급하는 각종 증명서 30항목의 금액에 관한 기준을 정하여 합리적으로 운영하도록 하고 있습니다. - 따라서, 「 의료기관의 제증명수수료 항목 및 금액에 관한 기준」에 고시된 30항목 중 법정 서식이 있는 제증명서는 해당 서식을 사용하는 경우에만 상한금액 기준이 적용됩니다. 법정 서식이 없는 제증명서도 항목기준에 해당하는 경우에는 상한금액 기준이 적용됩니다. [관련 근거] 「 의료기관의 제증명수수료 항목 및 금액에 관한 기준」(보건복지부 고시 제2021-34호, 2021.02.05.)",
급여기준,"확인서(입퇴원,통원,진료)진단명 기재여부에 따른 발급비용",47153,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47153,"입퇴원확인서, 통원확인서, 진료확인서에 진단명을 기입하는 경우, 발급수수료는 어떻게 적용하나요?","확인서(입퇴원확인서, 통원확인서, 진료확인서)는 진단명 기재여부와 상관없이 의료기관의 제증명수수료 항목 및 금액에 관한 기준 고시의 상한금액이 적용됩니다. [관련 근거] 「 의료기관의 제증명수수료 항목 및 금액에 관한 기준」(보건복지부 고시 제2021-34호, 2021.02.05.)",
급여기준,진료비 세부산정내역서 발급비용 요구에 대한 지불 여부,47096,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47096,의료기관에 진료비 세부산정내역서 발급을 요청했는데 발급비용이 발생한다고 합니다. 지불해야 하나요?,"- 「국민건강보험 요양급여의 기준에 관한 규칙」 제7조에 따르면, 요양기관이 요양급여를 실시한 때에는 가입자등에게 일정한 서식에 따라 진료비(약제비) 계산서ㆍ영수증을 발급하도록 정하고 있고, 요양기관은 가입자등이 계산서ㆍ영수증에 대하여 세부산정내역을 요구하는 경우에는 이를 제공하여야 합니다. - 세부산정내역의 발급비용은「진료비 세부산정내역 서식 등에 관한 기준」 (보건복지부 고시 제2018-21호, 2018.1.31.) 제2조(진료비 세부산정내역 제공)2항에 의하여 최초 제공하는 1부 * 는 무상으로 제공하고, 이후의 발급은 요구자 부담으로 할 수 있도록 정하고 있습니다. * 최초 제공하는 1부란 해당 진료비 계산서·영수증별로 최초 발급하는 1부를 의미 [관련 근거] - 보건복지부 고시 제2018-21호 「진료비 세부산정내역 서식 등에 관한 기준」 -「국민건강보험 요양급여의 기준에 관한 규칙」 제7조제3항 및 제4항",
급여기준,진료비 세부산정내역서 표준서식,47094,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47094,"진료비 세부산정 내역 발급 시, 진료비 세부산정 내역서의 표준서식이 아닌 의료기관의 자체 서식으로 발급 가능한가요 ?","- 「국민건강보험 요양급여의 기준에 관한 규칙」 제7조에 따르면, 요양기관이 요양급여를 실시한 때에는 가입자등에게 일정한 서식에 따라 진료비(약제비) 계산서ㆍ영수증을 발급하도록 정하고 있고, 요양기관은 가입자등이 계산서ㆍ영수증에 대하여 세부산정내역을 요구하는 경우에는 이를 제공하여야 합니다. - 세부산정내역의 서식은「진료비 세부산정내역 서식 등에 관한 기준」 (보건복지부 고시 제2018-21호, 2018.1.31.)에 따라 가입자 또는 피부양자가 진료비 세부산정내역을 요구하는 경우에는 진료비 세부산정내역 서식(별지 제1호 서식)에 따라 제공하도록 규정하고 있습니다. [관련 근거] - 보건복지부 고시 제2018-21호 「진료비 세부산정내역 서식 등에 관한 기준」 -「국민건강보험 요양급여의 기준에 관한 규칙」 제7조제3항 및 제4항",
급여기준,혈맥약침술에 대한 비용의 비급여 징수 가능 여부,47089,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47089,위암으로 한방병원에 내원하여 산삼을 비롯한 한약재에서 추출한 약물을 혈관(혈맥)에 주입하는 혈맥약침술 치료를 받은 경우 비급여로 지불 가능한지 문의합니다.,"혈맥약침술은 혈관(혈맥)에 약물을 주입하여 치료하는 방법으로 비급여 항목으로 이미 등재되어 있는 기존기술인 약침술의 범주에 해당하지 아니하고, 혈맥약침액 및 혈맥약침술 행위는 안정성ㆍ유효성에 대한 신의료기술 평가 신청이 선행하여야 하므로 환자에게 별도 급여 또는 비급여로 징수할 수 없음을 알려드립니다. [관련 근거] - 대법원 판례 <항암혈맥약침술 판례 목록 및 쟁송경위> ㆍ서울행정법원 2014구합15** (2015.4.9. 원고패) ㆍ서울고등법원 2015누41** (2016.1.26. 원고승) ㆍ대법원 2016두34** (2019.6.27. 파기환송) ㆍ서울고등법원 2019누48** (2020.2.6. 항소기각) ㆍ대법원 2020두35** (2020.5.28. 심리불속행기각, 2020.6.2. 확정)",
급여기준,제3자에게 처방전 발행 가능 여부,47067,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=47067,환자가 거동이 불편하여 병원 방문이 불가능합니다. 간병인 등 제3자에게 처방전을 발행해도 되나요?,"- 처방전(전자처방전 포함)은 의료업에 종사하고 환자를 직접 관찰한 의사, 치과의사 또는 한의사가 아니면 처방전을 작성하거나 발송하지 못하며, 직접 진찰을 받은 환자가 아니면 처방전을 수령하지 못합니다. - 다만, 환자의 의식이 없는 경우나 환자의 거동이 현저히 곤란하여 동일한 상병에 대하여 장기간 동일한 처방이 이루어지는 경우에는 대리처방이 가능하며, 환자를 대리하여 처방전을 수령할 수 있는 사람은 아래와 같습니다. - 아 래 - ① 환자의 직계존속 및 비속, 환자의 배우자 및 배우자의 직계존속, 형제자매, 환자의 직계비속의 배우자 ② 노인복지법 제34조에 따른 노인의료복지시설(노인요양시설, 노인요양공동생활가정)에서 근무하는 사람 ③ 그 밖에 환자의 계속적인 진료를 위해 필요한 경우로서 보건복지부 장관이 인정하는 사람 * 교정시설 직원, 장애인복지법 제58조에 따른 장애인 거주시설에 근무하는 사람, 무연고자의 실질적 보호자(시설직원 등), 미성년자(의사결정능력이 있는 경우) ④ 환자의 주 보호자(시설직원, 방문간호사, 요양보호사, 간병인, 친척, 이웃, 지인 등)로서 환자의 건강상태를 잘 알고 있고, 평소 진료 시에도 동행하여 주치의가 대리 상담하여 처방이 가능하다고 판단한 경우 [관련 근거] - 의료법 제17조의2 제2항 - 의료법 시행령 제10조의2",
급여기준,치료재료 구입 내역 2년 연장신고 방법,46952,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=46952,치료재료 구입내역 신고 후 동일품목을 재구입 없이 연장하여 계속 사용할 경우 2년 연장신고 방법은?,"【연장신고 절차】 - 치료재료 연장 신고방법은 건강보험심사평가원 홈페이지( www.hira.or.kr )에 접속하신 후 ① 요양기관 업무포탈(메인화면 중간) ② 공인인증서 로그인 ③ 진료비청구 선택 ④ 치료재료관리 > 치료재료 구입목록표 선택 ⑤ 신규 등록 선택 ⑥ 만료예정 재료안내 선택 ⑦ 해당 치료재료 선택 후 확인 선택 ⑧ 구입목록표 내 2년 연장 선택 ⑨ 접수 클릭 하시면 연장신고가 완료됩니다. - 아울러 구입한 치료재료가 계속 남아 있을 경우, 구입일로부터 2년이 되기 1개월 전 확인하여 연장 신고를 하셔야 합니다. - 미 신고 시 증빙자료 미제출(조정코드 F)로 심사 조정이 발생하오니 사전에 신고하여 주시기 바랍니다. [관련 근거] - 국민건강보험법 제41조제3항 및 4항 - 국민건강보험법 시행령 제22조제2항",
급여기준,미수령 약제 재처방시 진찰료 산정,46948,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=46948,진료 후에 개인사정으로 약국에서 약을 처방 받아가지 않아 다시 병원 에서 의사 진료 후 처방전을 재발행 받았습니다. 같은 약을 처방 받았음에도 진찰료를 또 지불해야하나요?,"- 진찰료는 외래에서 환자를 진찰한 경우에 처방전의 발행과는 관계없이 산정토록 명시되어 있으며, 처방전 사용기간 경과 여부에 따라 산정 방법 이 다릅니다. - 처방전 사용기간 경과 후 재발급 받을 경우에는 처방전 유효기간이 경과 하였으므로, 종전 처방전에 의해 약제를 조제 받을 수 없습니다. 따라서 처방전 재발급을 위해 의료기관에 재차 내원해야 하며, 재발급 여부 결정을 위해 의사가 진찰한 경우에는 진찰료를 지불해야 합니다. - 처방전 사용기간 이내에 처방전을 분실하여 재발급 하는 경우에는 의사 판단하에 재진찰 여부를 결정해야 하지만, 단순히 분실된 처방전과 동일하게 재발급하는 경우에는 진찰료를 별도 산정할 수 없습니다. 이 때, 처방전교부번호는 종전의 번호를 그대로 사용하고 재발급한 사실을 확인할 수 있도록 처방전에 표기해야 합니다. [관련 근거] - 「건강보험 행위 급여·비급여 목록 및 급여 상대가치점수」 제2부 제1장 기본 진료료 산정지침 - 「처방전 재발급시 요양급여비용 산정방법」 (고시 제2018-269호, 2019.1.1. 시행)",
급여기준,치과에서 초재진 산정기준,46898,https://www.hira.or.kr/bbsDummy.do?pgmid=HIRAA010006011100&brdScnBltNo=4&brdBltNo=46898,초진에 3개의 충치를 진단한 후 1달이상 지나서 1개만 치료하는 경우 초진료 산정가능한지요?,- 하나의 상병에 대한 진료가 끝난 후 동일 상병이 재발하여 30일 이내에 진찰을 하는 경우 또는 30일 이내 타 상병으로 진찰을 받은 경우에도 재진 진찰료를 산정합니다. - 따라서 치과치료에서 초진 시 3개의 충치를 발견한 후 치료를 위하여 각각의 치아를 발치하는 경우에는 30일 이후에 내원하였더라도 일련의 치료기간에 해당되므로 재진 진찰료를 산정합니다. [관련 근거] 고시 제2018-269호(행위),
